"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1508638,29.8,67.2,452,"tongdy_3","2025-07-21T17:29:15.000Z","479.918977","Carbon Outlet"
1508639,29.9,66.3,491,"tongdy_4","2025-07-21T17:29:15.000Z","493.551661","HLR Exhaust"
1508640,35.5,51.7,44,"tongdy_1","2025-07-21T17:29:45.000Z","432.157884","HLR intlet"
1508641,33.7,55.5,535,"tongdy_2","2025-07-21T17:29:45.000Z","500.080250","Carbon inlet"
1508642,29.8,67.2,452,"tongdy_3","2025-07-21T17:29:45.000Z","479.918977","Carbon Outlet"
1508643,29.9,66.3,491,"tongdy_4","2025-07-21T17:29:45.000Z","493.551661","HLR Exhaust"
1508644,35.5,52.5,43,"tongdy_1","2025-07-21T17:30:15.000Z","431.164173","HLR intlet"
1508645,33.7,55.5,535,"tongdy_2","2025-07-21T17:30:15.000Z","500.080250","Carbon inlet"
1508646,29.8,67.2,452,"tongdy_3","2025-07-21T17:30:15.000Z","479.918977","Carbon Outlet"
1508647,29.9,66.3,491,"tongdy_4","2025-07-21T17:30:15.000Z","493.551661","HLR Exhaust"
1508648,35.5,52.1,44,"tongdy_1","2025-07-21T17:30:45.000Z","432.157884","HLR intlet"
1508649,33.7,55.5,534,"tongdy_2","2025-07-21T17:30:45.000Z","498.962520","Carbon inlet"
1508650,29.8,67.1,451,"tongdy_3","2025-07-21T17:30:45.000Z","478.867607","Carbon Outlet"
1508651,29.9,66.3,490,"tongdy_4","2025-07-21T17:30:45.000Z","492.428490","HLR Exhaust"
1508652,35.5,52,46,"tongdy_1","2025-07-21T17:31:15.000Z","434.145306","HLR intlet"
1508653,33.7,55.3,533,"tongdy_2","2025-07-21T17:31:15.000Z","497.844790","Carbon inlet"
1508654,29.8,67.1,452,"tongdy_3","2025-07-21T17:31:15.000Z","479.918977","Carbon Outlet"
1508655,29.9,66.4,490,"tongdy_4","2025-07-21T17:31:15.000Z","492.428490","HLR Exhaust"
1508656,35.5,52,46,"tongdy_1","2025-07-21T17:31:45.000Z","434.145306","HLR intlet"
1508657,33.7,55.5,533,"tongdy_2","2025-07-21T17:31:45.000Z","497.844790","Carbon inlet"
1508658,29.8,67.1,452,"tongdy_3","2025-07-21T17:31:45.000Z","479.918977","Carbon Outlet"
1508659,29.9,66.4,490,"tongdy_4","2025-07-21T17:31:45.000Z","492.428490","HLR Exhaust"
1508660,35.5,52.1,44,"tongdy_1","2025-07-21T17:32:15.000Z","432.157884","HLR intlet"
