"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1520095,29,69.6,445,"tongdy_3","2025-07-22T17:26:46.000Z","472.559387","Carbon Outlet"
1520096,29.2,68.7,484,"tongdy_4","2025-07-22T17:26:46.000Z","485.689464","HLR Exhaust"
1520097,34,58.6,83,"tongdy_1","2025-07-22T17:27:16.000Z","470.912613","HLR intlet"
1520098,33,58,531,"tongdy_2","2025-07-22T17:27:16.000Z","495.609330","Carbon inlet"
1520099,29,69.5,445,"tongdy_3","2025-07-22T17:27:16.000Z","472.559387","Carbon Outlet"
1520100,29.2,68.6,483,"tongdy_4","2025-07-22T17:27:16.000Z","484.566293","HLR Exhaust"
1520101,34,58.6,83,"tongdy_1","2025-07-22T17:27:46.000Z","470.912613","HLR intlet"
1520102,33,57.8,532,"tongdy_2","2025-07-22T17:27:46.000Z","496.727060","Carbon inlet"
1520103,29,69.5,444,"tongdy_3","2025-07-22T17:27:46.000Z","471.508017","Carbon Outlet"
1520104,29.2,68.7,483,"tongdy_4","2025-07-22T17:27:46.000Z","484.566293","HLR Exhaust"
1520105,34,58.5,82,"tongdy_1","2025-07-22T17:28:16.000Z","469.918902","HLR intlet"
1520106,33,57.8,531,"tongdy_2","2025-07-22T17:28:16.000Z","495.609330","Carbon inlet"
1520107,29,69.3,445,"tongdy_3","2025-07-22T17:28:16.000Z","472.559387","Carbon Outlet"
1520108,29.2,68.6,483,"tongdy_4","2025-07-22T17:28:16.000Z","484.566293","HLR Exhaust"
1520109,34,58.5,82,"tongdy_1","2025-07-22T17:28:46.000Z","469.918902","HLR intlet"
1520110,32.8,58,531,"tongdy_2","2025-07-22T17:28:46.000Z","495.609330","Carbon inlet"
1520111,29,69.5,445,"tongdy_3","2025-07-22T17:28:46.000Z","472.559387","Carbon Outlet"
1520112,29.2,68.7,484,"tongdy_4","2025-07-22T17:28:46.000Z","485.689464","HLR Exhaust"
1520113,34,58.5,82,"tongdy_1","2025-07-22T17:29:16.000Z","469.918902","HLR intlet"
1520114,32.8,57.7,531,"tongdy_2","2025-07-22T17:29:16.000Z","495.609330","Carbon inlet"
1520115,28.9,69.5,444,"tongdy_3","2025-07-22T17:29:16.000Z","471.508017","Carbon Outlet"
1520116,29.2,68.6,484,"tongdy_4","2025-07-22T17:29:16.000Z","485.689464","HLR Exhaust"
1520117,34,58.5,82,"tongdy_1","2025-07-22T17:29:46.000Z","469.918902","HLR intlet"
1520118,33,58.1,531,"tongdy_2","2025-07-22T17:29:46.000Z","495.609330","Carbon inlet"
1520119,29,69.5,444,"tongdy_3","2025-07-22T17:29:46.000Z","471.508017","Carbon Outlet"
1520120,29.2,68.6,484,"tongdy_4","2025-07-22T17:29:46.000Z","485.689464","HLR Exhaust"
1520121,34,58.5,82,"tongdy_1","2025-07-22T17:30:16.000Z","469.918902","HLR intlet"
1520122,33,58,531,"tongdy_2","2025-07-22T17:30:16.000Z","495.609330","Carbon inlet"
1520123,29,69.5,444,"tongdy_3","2025-07-22T17:30:16.000Z","471.508017","Carbon Outlet"
1520124,29.2,68.6,484,"tongdy_4","2025-07-22T17:30:16.000Z","485.689464","HLR Exhaust"
1520125,34,58.5,82,"tongdy_1","2025-07-22T17:30:46.000Z","469.918902","HLR intlet"
1520126,32.8,58.1,531,"tongdy_2","2025-07-22T17:30:46.000Z","495.609330","Carbon inlet"
1520127,29,69.5,443,"tongdy_3","2025-07-22T17:30:46.000Z","470.456647","Carbon Outlet"
1520128,29.2,68.6,484,"tongdy_4","2025-07-22T17:30:46.000Z","485.689464","HLR Exhaust"
1520129,34,58.5,82,"tongdy_1","2025-07-22T17:31:16.000Z","469.918902","HLR intlet"
1520130,33,58.3,531,"tongdy_2","2025-07-22T17:31:16.000Z","495.609330","Carbon inlet"
1520131,29,69.6,444,"tongdy_3","2025-07-22T17:31:16.000Z","471.508017","Carbon Outlet"
1520132,29.2,68.6,484,"tongdy_4","2025-07-22T17:31:16.000Z","485.689464","HLR Exhaust"
1520133,34,58.3,82,"tongdy_1","2025-07-22T17:31:46.000Z","469.918902","HLR intlet"
1520134,33,58.3,531,"tongdy_2","2025-07-22T17:31:46.000Z","495.609330","Carbon inlet"
1520135,29,69.5,443,"tongdy_3","2025-07-22T17:31:46.000Z","470.456647","Carbon Outlet"
1520136,29.2,68.6,484,"tongdy_4","2025-07-22T17:31:46.000Z","485.689464","HLR Exhaust"
1520137,34,58.5,82,"tongdy_1","2025-07-22T17:32:16.000Z","469.918902","HLR intlet"
1520138,33,58.5,531,"tongdy_2","2025-07-22T17:32:16.000Z","495.609330","Carbon inlet"
1520139,29,69.6,443,"tongdy_3","2025-07-22T17:32:16.000Z","470.456647","Carbon Outlet"
1520140,29.2,68.7,485,"tongdy_4","2025-07-22T17:32:16.000Z","486.812635","HLR Exhaust"
1520141,34,58.3,81,"tongdy_1","2025-07-22T17:32:46.000Z","468.925191","HLR intlet"
1520142,33,58.5,532,"tongdy_2","2025-07-22T17:32:46.000Z","496.727060","Carbon inlet"
1520143,29,69.6,444,"tongdy_3","2025-07-22T17:32:46.000Z","471.508017","Carbon Outlet"
1520144,29.2,68.6,484,"tongdy_4","2025-07-22T17:32:46.000Z","485.689464","HLR Exhaust"
1520145,34,58.3,81,"tongdy_1","2025-07-22T17:33:16.000Z","468.925191","HLR intlet"
1520146,32.8,58,532,"tongdy_2","2025-07-22T17:33:16.000Z","496.727060","Carbon inlet"
1520147,29,69.6,443,"tongdy_3","2025-07-22T17:33:16.000Z","470.456647","Carbon Outlet"
